Game Title,Set Title,Year,Format,Moby ID,BoardGameGeek ID,IGDB ID,Designer(s),Publisher,Description,Mechanics,Facilitator Present,Facilitator participates in game?,Players Min,Players Max,Smells Min,Smells Max,Smells,Example Smells,Smell Specificity (Swappability),Specificity Note,Smell Count Flexibility,Flexibility Note,Cost,Currency,Target Audience,Descriptive Source,citationKey,Tags,Variant,URLs,Target Species,Realized or Description?,Complexity_1_Light,Complexity_2_MediumLight,Complexity_3_Medium,Complexity_4_MediumHeavy,Complexity_5_Heavy,Images,Notes
Fruit basket turnover olfactory version,,2019,Analog,,,,Hidenori Shibata,,"In ""Smell Basket,"" a variation of the classic ""Fruit Basket"" game, players choose roles linked to specific scents rather than fruit names. Scented cloths are attached to each chair to represent these roles. When the referee calls out a scent (e.g., ""cherry blossom""), the player seated in the chair with that scent must quickly move to another. One player will be left without a chair and becomes the new referee for the next round.","Identifying, Matching",Referee,TRUE,3,,3,,,,None,,Fully Flexible,You can increase or reduce the number of scents based on the number of players or chairs available.,,,,Ueda 2020,,"Art, Translating existing game",,,Human,,,,,,,,
Fruit harvesting game (networked),,2014,Digital,,,,"Yutaka Ishibashi, Sosuke Hoshino, Qi Zang, Norishige Fukushima, Shinji Sugawara",,"In the ""Fruit Harvesting Game"" described in the article, two players participate in a virtual fruit-picking game where they compete to identify and harvest fruits based on their smell. One player acts as a harvester, selecting fruits from trees in a 3D virtual space and trying to match the fruit’s appearance with its smell. The other player, called the harvest impeder, tries to interfere by presenting different fruits with mismatched smells to confuse the harvester. Players use a haptic interface to interact with the fruits, and olfactory feedback is provided through an olfactory display.","Identifying, Misdirecting, Transacting",None,,2,2,3,3,"grapefruit, banana, apple",,Low,Needs to be fruit.,Fully Flexible,,,,,Ishibashi et al. 2014,,"Research, Experimental game, Networked game, Digital game",,http://link.springer.com/10.1007/s00530-014-0382-0,Human,,,,,,,FruitHarvestingGame_2014,
FruitBasket,,2021,Digital,,,,Martin Wibom,,"In the game ""FruitBasket,"" smell is integrated as a concurrent, sensory training activity alongside the main gameplay. Players use familiar scents like apple or orange in the form of essential oils or scented items, which they hold and smell throughout the game. In this game, players attempt to catch matching scent-themed objects, such as falling fruit icons, on the screen by moving a character to intercept them. The fast pace and need for quick decision-making create a balance challenge, as players shift focus between the gameplay and the act of smell recognition.","Detecting, Discriminating, Punishing",None,,1,1,2,,,,Low,Needs to be fruit.,Fully Flexible,,,,,Wibom 2021,,"Research, Smell Training, Niedenthal-related",,http://urn.kb.se/resolve?urn=urn:nbn:se:mau:diva-45926,Human,,,,,,,FruitBasket_2021,
Game Box,,2019,Analog,,,,"Nathan Cohen, Reiko Kubota",,"""Game Box"" is an adaptation of the traditional French board game and Japanese Sugoroku, where players race to complete a circuit on the board. In this version, players encounter symbols representing natural botanical scent sources; upon landing on these, they must correctly identify a corresponding scent sample from the box to proceed. This gameplay integrates scent recognition with the theme of a journey, invoking sensory memory and shared experiences.","Experiencing, Memorizing, Identifying",None,,2,,12,12,,,Low,Needs to be natural or botanical.,Fully Flexible,,,,,Cohen & Kubota,,"Art, Research",,https://www.olfactoryresearch.net/exerscent-olfactory-gaming,Human,,,,,,,,
Game of belonging,,2015,Analog,,,,Ingrid Lee,,"""Game of Belonging"" is a silent social game where each participant receives a scented necklace representing a ""tribe."" Using only their sense of smell, players move through the space trying to identify and group with others who share the same scent. No verbal communication is allowed, making olfaction the primary means of recognition and connection.","Identifying, Discriminating",None,,8,,4,4,"1 (olibanum 45%, labdanum 20%, orange 20%, and grass 15%), 2 (olibanum 20%, labdanum 45%, orange 20%, and grass 15%), 3 (olibanum 20%, labdanum 20%, orange 45%, and grass 15%), 4 (olibanum 25%, labdanum 25%, orange 20%, and grass 30%)",,Low,"The scents likely only need to be distinguishable from each other, not tied to specific identities beyond gameplay grouping.",Fully Flexible,Scents can easily be added or subtracted depending on the number of participants or available materials without affecting the game structure. Mixtures also help (as was done in the original game).,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Game of Smell,,1926,Analog,,,,William Gould Vinal,,"In ""Game of Smell,"" players test their sense of smell by identifying the scents of various common objects while blindfolded. Teams may choose their ""best smeller"" to represent them. Players are presented with a variety of items with distinctive smells, such as mints, rose, sassafras, and cedar. After smelling each object, players write down their guesses. Stronger odors, like onion and skunk cabbage, are reserved for later rounds to avoid overwhelming participants' senses.",Identifying,None,,2,,1,,,"mints, black birds, wintergreen, balsam, pennyroyal, skunk cabbage, onion, parsnip, tomato, tansy, rose, sassafras, sarsaparilla, spice bush, turnip, cedar, kelp, apple, orange, mold, strawberry, cucumber",None,,Fully Flexible,,,,,Vinal 1926,vinal_nature_1926,"Party game, Informal game",,https://www.google.com/books/edition/Nature_Guiding/kVXwAAAAMAAJ?hl=en&gbpv=1&dq=smell+game+-hunting&pg=PA67&printsec=frontcover,Human,,,,,,,N.A.,"As a variation a team may elect its ""best smeller."" The players are blindfolded and allowed to smell of common objects. The name is the written down. Objects with a distinct odor are: mints, black birds, wintergreen or checkerberry, balsam, pennyroyal, skunk cabbage, onion, parsnip, tomato, tansy, rose, sassafras, sarsaparilla, spice bush, turnip, cedar, kelp, apple, orange, mold, strawberry, and cucumber. Strong odors such as onion or skunk cabbage should not be given first."
Game of Taste,,1926,Analog,,,,William Gould Vinal,,"In ""Game of Taste,"" players identify various flavors while blindfolded, using only their sense of taste. Similar to ""Game of Smell,"" this version includes items with distinct flavors, such as rhubarb, sorrel, licorice, and cinnamon. After tasting, players write down their guesses.",Identifying,None,,2,,1,,,"rhubarb, sorrel, licorice, sugar, salt, clove, cinnamon, radish, catnip, peach, cabbage",None,,Fully Flexible,,,,,Vinal 1926,vinal_nature_1926,"Party game, Informal game",,https://www.google.com/books/edition/Nature_Guiding/kVXwAAAAMAAJ?hl=en&gbpv=1&dq=smell+game+-hunting&pg=PA67&printsec=frontcover,Human,,,,,,,N.A.,"As a variation a team may elect its ""best smeller."" The players are blindfolded and allowed to smell of common objects. The name is the written down. Objects with a distinct odor are: mints, black birds, wintergreen or checkerberry, balsam, pennyroyal, skunk cabbage, onion, parsnip, tomato, tansy, rose, sassafras, sarsaparilla, spice bush, turnip, cedar, kelp, apple, orange, mold, strawberry, and cucumber. Strong odors such as onion or skunk cabbage should not be given first."
Genjikō (from 香道/Kōdō),Kōdō,1336-1573,Analog,,,,,,"In Kōdō, two main forms of incense-based gameplay are kumikō and genjikō, both designed to train and challenge the sense of smell through structured, meditative comparison. In genjikō, inspired by the Tale of Genji, involves identifying scent patterns across five incense samples and marking the results using a set of stylized line diagrams that represent which samples are the same. Both games are performed in silence, emphasizing concentration, memory, and appreciation of subtle fragrance differences as a refined form of olfactory play.","Identifying, Experiencing, Discriminating",Host,FALSE,2,,,,,,,,,,,,,,,Cultural,,https://www.tenkundo.co.jp/en/kodo/history.html,Human,,,,,,,N.A.,
Gingerbread Friends,,2019,Analog,,,,Jenn Sandercock,,"""Gingerbread Friends"" is a cozy and interactive party game where players learn about each other through personal questions (like hobbies, ethics, or preferences) while hunting for edible prizes hidden under gingerbread tiles. The question-asker predicts how the group will answer, earning the chance to uncover frosting-covered clues or tasty treats. Guess right to open lids and find sweets; if there's no prize, at least you're stuck licking frosting. The player with the most prizes by the end wins.","Eating, Rewarding",Host,FALSE,4,10,2,,"gingerbread, frosting",,Exact,"Thematically, the gingerbread is important.",Fixed,Smell/food elements are limited in mechanic expansion.,,,5+,,,,,Edible Games,Human,,,,,,,,
Guess My Face,,2015,Mixed,,,,Maxime Barnier,,"In ""Guess My Face,"" players engage in a guessing game where they use their sense of smell to identify the character or face they have been assigned. At the start of the game, each player is given a unique scent that corresponds to a specific face or character. Players then take turns smelling the scent associated with them and try to guess who or what they represent based solely on the odor.",Identifying,None,,2,,2,,,,None,,Fully Flexible,The number and type of smells can be freely adjusted based on the number of players and identities used.,,,,Barnier 2015,,"Research, Smell Training, Niedenthal-related",,https://www.diva-portal.org/smash/get/diva2:1482328/FULLTEXT01.pdf,Human,,,,,,,GuessMyFace_2015,
Guess the sauce,,2020,Analog,,,,Harshita Makvana,,"In the ""Guess the Sauce"" game, players engage in a blindfolded taste test where they must identify different sauces based on their taste alone. The game requires at least two players and involves a variety of sauces placed in jars. The blindfolded player is given small samples of each sauce to taste, and they must guess the name of each one. The player who correctly identifies the most sauces wins.","Eating, Identifying",Player,TRUE,2,,1,,,,None,,Fully Flexible,Any number of sauces can be used depending on the setup and desired difficulty.,,,,,,Dietary Education,,https://www.momjunction.com/articles/food-games-for-kids_00472325/,Human,,,,,,,GuessTheSauce_2020,
Guess the Smell,,2008,Analog,,,,"Lawrence Shapiro, Jennifer Lawler",,"""Guess the Smell"" is a simple, interactive activity designed for infants aged 9-12 months and up, encouraging early awareness of smells in their environment. As caregivers go through daily routines, they narrate and identify various scents to the baby. For example, outside, a caregiver might smell flowers and say, “I smell something good! Can you guess what it is?” After a pause, they reveal the scent and ask if the baby smells it too.","Labeling, Identifying, Experiencing",Parent,FALSE,1,,1,,,flowers (everyday scents),None,,Fully Flexible,,,,1+ years,Shapiro & Lawler 2008,,"Developmental game, Informal game, Conservational game",,,Human,,,,,,,N.A.,
Guess the Smell Game,,2008,Analog,,,,Lawrence Shapiro,,"In the ""Guess the Smell"" game, parents engage babies in scent exploration during daily activities. When outside, for instance, the parent might smell flowers and say, ""I smell something good! Can you guess what it is?"" After giving the baby a chance to respond, the parent names the scent, like ""I smell flowers!"" and asks the baby if they can smell it too. This game helps babies become more aware of different scents and connect them with familiar objects.",Identifying,Parent,FALSE,1,,1,,,,None,,Fully Flexible,,,,9-12 months,Shapiro 2008,shapiro_complete_2008,"Developmental game, Informal game, Conservational game",,https://archive.org/details/completeidiotsgu0000shap/page/192/mode/2up,Human,,,,,,,N.A.,pg 193
